edge_ratio,inf_prob,act_rate,rec_rate,ds_rate,di_rate,dr_rate,time,s_num,i_num,r_num,num
0.004,0.3,2,0.075,0.025,0.23,0.025,7,194,182,10,386
0.004,0.3,2,0.075,0.025,0.23,0.025,7,427,0,0,427
0.004,0.3,2,0.075,0.025,0.23,0.025,7,432,0,0,432
0.004,0.3,2,0.075,0.025,0.23,0.025,7,427,0,0,427
0.004,0.3,2,0.075,0.025,0.23,0.025,7,317,88,7,412
0.004,0.3,2,0.075,0.025,0.23,0.025,7,301,101,8,410
0.004,0.3,2,0.075,0.025,0.23,0.025,7,271,131,8,410
0.004,0.3,2,0.075,0.025,0.23,0.025,7,306,94,6,406
0.004,0.3,2,0.075,0.05,0.03,0.05,7,372,0,0,372
0.004,0.3,2,0.075,0.05,0.03,0.05,7,93,260,29,382
0.004,0.3,2,0.075,0.05,0.03,0.05,7,170,191,9,370
0.004,0.3,2,0.075,0.05,0.03,0.05,7,62,291,33,386
0.004,0.3,2,0.075,0.05,0.03,0.05,7,190,173,13,376
0.004,0.3,2,0.075,0.05,0.03,0.05,7,77,269,21,367
0.004,0.3,2,0.075,0.05,0.03,0.05,7,200,161,6,367
0.004,0.3,2,0.075,0.05,0.03,0.05,7,270,69,4,343
0.004,0.3,2,0.075,0.05,0.03,0.05,7,175,180,17,372
0.004,0.3,2,0.075,0.05,0.03,0.05,7,67,278,29,374
0.004,0.3,2,0.075,0.05,0.13,0.05,7,69,247,20,336
0.004,0.3,2,0.075,0.05,0.13,0.05,7,371,0,0,371
0.004,0.3,2,0.075,0.05,0.13,0.05,7,154,184,15,353
0.004,0.3,2,0.075,0.05,0.13,0.05,7,374,0,0,374
0.004,0.3,2,0.075,0.05,0.13,0.05,7,128,201,12,341
0.004,0.3,2,0.075,0.05,0.13,0.05,7,163,177,7,347
0.004,0.3,2,0.075,0.05,0.13,0.05,7,374,0,0,374
0.004,0.3,2,0.075,0.05,0.13,0.05,7,190,153,6,349
0.004,0.3,2,0.075,0.05,0.13,0.05,7,228,120,10,358
0.004,0.3,2,0.075,0.05,0.13,0.05,7,355,0,0,355
0.004,0.3,2,0.075,0.05,0.23,0.05,7,374,0,0,374
0.004,0.3,2,0.075,0.05,0.23,0.05,7,367,0,0,367
0.004,0.3,2,0.075,0.05,0.23,0.05,7,246,102,8,356
0.004,0.3,2,0.075,0.05,0.23,0.05,7,364,0,0,364
0.004,0.3,2,0.075,0.05,0.23,0.05,7,364,0,0,364
0.004,0.3,2,0.075,0.05,0.23,0.05,7,281,69,3,353
0.004,0.3,2,0.075,0.05,0.23,0.05,7,370,0,1,371
0.004,0.3,2,0.075,0.05,0.23,0.05,7,170,154,15,339
0.004,0.3,2,0.075,0.05,0.23,0.05,7,175,146,5,326
0.004,0.3,2,0.075,0.05,0.23,0.05,7,316,49,1,366
0.004,0.3,2,0.1,0,0.03,0,7,285,193,13,491
0.004,0.3,2,0.1,0,0.03,0,7,339,145,14,498
0.004,0.3,2,0.1,0,0.03,0,7,135,323,30,488
0.004,0.3,2,0.1,0,0.03,0,7,499,0,1,500
0.004,0.3,2,0.1,0,0.03,0,7,446,47,6,499
0.004,0.3,2,0.1,0,0.03,0,7,234,244,16,494
0.004,0.3,2,0.1,0,0.03,0,7,499,0,1,500
0.004,0.3,2,0.1,0,0.03,0,7,298,183,15,496
0.004,0.3,2,0.1,0,0.03,0,7,142,321,28,491
0.004,0.3,2,0.1,0,0.03,0,7,336,146,15,497
0.004,0.3,2,0.1,0,0.13,0,7,225,223,19,467
0.004,0.3,2,0.1,0,0.13,0,7,194,238,23,455
0.004,0.3,2,0.1,0,0.13,0,7,198,247,19,464
0.004,0.3,2,0.1,0,0.13,0,7,370,110,5,485
0.004,0.3,2,0.1,0,0.13,0,7,381,102,6,489
0.004,0.3,2,0.1,0,0.13,0,7,174,260,29,463
0.004,0.3,2,0.1,0,0.13,0,7,339,137,8,484
0.004,0.3,2,0.1,0,0.13,0,7,265,198,14,477
0.004,0.3,2,0.1,0,0.13,0,7,486,12,1,499
0.004,0.3,2,0.1,0,0.13,0,7,369,106,10,485
0.004,0.3,2,0.1,0,0.23,0,7,445,38,1,484
0.004,0.3,2,0.1,0,0.23,0,7,333,127,12,472
0.004,0.3,2,0.1,0,0.23,0,7,421,52,2,475
0.004,0.3,2,0.1,0,0.23,0,7,499,0,0,499
0.004,0.3,2,0.1,0,0.23,0,7,251,180,19,450
0.004,0.3,2,0.1,0,0.23,0,7,298,161,11,470
0.004,0.3,2,0.1,0,0.23,0,7,499,0,0,499
0.004,0.3,2,0.1,0,0.23,0,7,229,196,15,440
0.004,0.3,2,0.1,0,0.23,0,7,403,76,10,489
0.004,0.3,2,0.1,0,0.23,0,7,467,15,4,486
0.004,0.3,2,0.1,0.025,0.03,0.025,7,434,0,0,434
0.004,0.3,2,0.1,0.025,0.03,0.025,7,423,0,1,424
0.004,0.3,2,0.1,0.025,0.03,0.025,7,418,0,1,419
0.004,0.3,2,0.1,0.025,0.03,0.025,7,268,149,11,428
0.004,0.3,2,0.1,0.025,0.03,0.025,7,193,213,21,427
0.004,0.3,2,0.1,0.025,0.03,0.025,7,114,296,36,446
0.004,0.3,2,0.1,0.025,0.03,0.025,7,181,225,26,432
0.004,0.3,2,0.1,0.025,0.03,0.025,7,184,222,25,431
0.004,0.3,2,0.1,0.025,0.03,0.025,7,256,165,10,431
0.004,0.3,2,0.1,0.025,0.03,0.025,7,229,171,13,413
0.004,0.3,2,0.1,0.025,0.13,0.025,7,319,105,6,430
0.004,0.3,2,0.1,0.025,0.13,0.025,7,436,0,0,436
0.004,0.3,2,0.1,0.025,0.13,0.025,7,373,50,6,429
0.004,0.3,2,0.1,0.025,0.13,0.025,7,183,202,19,404
0.004,0.3,2,0.1,0.025,0.13,0.025,7,206,173,22,401
0.004,0.3,2,0.1,0.025,0.13,0.025,7,255,146,15,416
0.004,0.3,2,0.1,0.025,0.13,0.025,7,272,134,9,415
0.004,0.3,2,0.1,0.025,0.13,0.025,7,442,0,1,443
0.004,0.3,2,0.1,0.025,0.13,0.025,7,246,165,7,418
0.004,0.3,2,0.1,0.025,0.13,0.025,7,380,45,3,428
0.004,0.3,2,0.1,0.025,0.23,0.025,7,427,0,0,427
0.004,0.3,2,0.1,0.025,0.23,0.025,7,438,0,0,438
0.004,0.3,2,0.1,0.025,0.23,0.025,7,213,159,14,386
0.004,0.3,2,0.1,0.025,0.23,0.025,7,267,124,5,396
0.004,0.3,2,0.1,0.025,0.23,0.025,7,311,92,7,410
0.004,0.3,2,0.1,0.025,0.23,0.025,7,302,107,10,419
0.004,0.3,2,0.1,0.025,0.23,0.025,7,282,106,9,397
0.004,0.3,2,0.1,0.025,0.23,0.025,7,226,170,12,408
0.004,0.3,2,0.1,0.025,0.23,0.025,7,369,46,3,418
0.004,0.3,2,0.1,0.025,0.23,0.025,7,418,0,1,419
0.004,0.3,2,0.1,0.05,0.03,0.05,7,109,243,33,385
0.004,0.3,2,0.1,0.05,0.03,0.05,7,86,236,31,353
0.004,0.3,2,0.1,0.05,0.03,0.05,7,111,229,27,367
0.004,0.3,2,0.1,0.05,0.03,0.05,7,341,0,0,341
0.004,0.3,2,0.1,0.05,0.03,0.05,7,363,0,1,364
0.004,0.3,2,0.1,0.05,0.03,0.05,7,369,0,1,370
0.004,0.3,2,0.1,0.05,0.03,0.05,7,200,147,21,368
0.004,0.3,2,0.1,0.05,0.03,0.05,7,92,272,14,378
0.004,0.3,2,0.1,0.05,0.03,0.05,7,169,196,14,379
0.004,0.3,2,0.1,0.05,0.03,0.05,7,112,239,13,364
0.004,0.3,2,0.1,0.05,0.13,0.05,7,364,0,1,365
0.004,0.3,2,0.1,0.05,0.13,0.05,7,218,120,15,353
0.004,0.3,2,0.1,0.05,0.13,0.05,7,113,208,25,346
0.004,0.3,2,0.1,0.05,0.13,0.05,7,362,0,1,363
0.004,0.3,2,0.1,0.05,0.13,0.05,7,187,147,28,362
0.004,0.3,2,0.1,0.05,0.13,0.05,7,292,72,12,376
0.004,0.3,2,0.1,0.05,0.13,0.05,7,290,78,3,371
0.004,0.3,2,0.1,0.05,0.13,0.05,7,365,0,0,365
0.004,0.3,2,0.1,0.05,0.13,0.05,7,238,104,6,348
0.004,0.3,2,0.1,0.05,0.13,0.05,7,265,73,3,341
0.004,0.3,2,0.1,0.05,0.23,0.05,7,264,79,5,348
0.004,0.3,2,0.1,0.05,0.23,0.05,7,140,174,13,327
0.004,0.3,2,0.1,0.05,0.23,0.05,7,356,0,0,356
0.004,0.3,2,0.1,0.05,0.23,0.05,7,364,0,0,364
0.004,0.3,2,0.1,0.05,0.23,0.05,7,353,0,1,354
0.004,0.3,2,0.1,0.05,0.23,0.05,7,303,38,6,347
0.004,0.3,2,0.1,0.05,0.23,0.05,7,361,0,0,361
0.004,0.3,2,0.1,0.05,0.23,0.05,7,350,8,1,359
0.004,0.3,2,0.1,0.05,0.23,0.05,7,272,77,10,359
0.004,0.3,2,0.1,0.05,0.23,0.05,7,231,110,8,349
0.004,0.3,3,0,0,0.03,0,7,75,410,0,485
0.004,0.3,3,0,0,0.03,0,7,239,256,0,495
0.004,0.3,3,0,0,0.03,0,7,45,444,0,489
0.004,0.3,3,0,0,0.03,0,7,15,466,0,481
0.004,0.3,3,0,0,0.03,0,7,17,467,0,484
0.004,0.3,3,0,0,0.03,0,7,20,466,0,486
0.004,0.3,3,0,0,0.03,0,7,15,463,0,478
0.004,0.3,3,0,0,0.03,0,7,19,460,0,479
0.004,0.3,3,0,0,0.03,0,7,35,443,0,478
0.004,0.3,3,0,0,0.03,0,7,108,384,0,492
0.004,0.3,3,0,0,0.13,0,7,68,378,0,446
0.004,0.3,3,0,0,0.13,0,7,125,345,0,470
0.004,0.3,3,0,0,0.13,0,7,499,0,0,499
0.004,0.3,3,0,0,0.13,0,7,44,399,0,443
0.004,0.3,3,0,0,0.13,0,7,500,0,0,500
0.004,0.3,3,0,0,0.13,0,7,67,395,0,462
0.004,0.3,3,0,0,0.13,0,7,253,225,0,478
0.004,0.3,3,0,0,0.13,0,7,499,0,0,499
0.004,0.3,3,0,0,0.13,0,7,45,394,0,439
0.004,0.3,3,0,0,0.13,0,7,65,378,0,443
0.004,0.3,3,0,0,0.23,0,7,69,328,0,397
0.004,0.3,3,0,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0,0,0.23,0,7,184,273,0,457
0.004,0.3,3,0,0,0.23,0,7,100,342,0,442
0.004,0.3,3,0,0,0.23,0,7,241,222,0,463
0.004,0.3,3,0,0,0.23,0,7,443,49,0,492
0.004,0.3,3,0,0,0.23,0,7,47,358,0,405
0.004,0.3,3,0,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0,0,0.23,0,7,289,184,0,473
0.004,0.3,3,0,0.025,0.03,0.025,7,25,399,0,424
0.004,0.3,3,0,0.025,0.03,0.025,7,12,419,0,431
0.004,0.3,3,0,0.025,0.03,0.025,7,422,0,0,422
0.004,0.3,3,0,0.025,0.03,0.025,7,40,385,0,425
0.004,0.3,3,0,0.025,0.03,0.025,7,50,372,0,422
0.004,0.3,3,0,0.025,0.03,0.025,7,32,398,0,430
0.004,0.3,3,0,0.025,0.03,0.025,7,43,383,0,426
0.004,0.3,3,0,0.025,0.03,0.025,7,15,402,0,417
0.004,0.3,3,0,0.025,0.03,0.025,7,46,385,0,431
0.004,0.3,3,0,0.025,0.03,0.025,7,98,340,0,438
0.004,0.3,3,0,0.025,0.13,0.025,7,76,298,0,374
0.004,0.3,3,0,0.025,0.13,0.025,7,69,333,0,402
0.004,0.3,3,0,0.025,0.13,0.025,7,24,354,0,378
0.004,0.3,3,0,0.025,0.13,0.025,7,8,356,0,364
0.004,0.3,3,0,0.025,0.13,0.025,7,431,0,0,431
0.004,0.3,3,0,0.025,0.13,0.025,7,344,86,0,430
0.004,0.3,3,0,0.025,0.13,0.025,7,15,348,0,363
0.004,0.3,3,0,0.025,0.13,0.025,7,182,225,0,407
0.004,0.3,3,0,0.025,0.13,0.025,7,52,336,0,388
0.004,0.3,3,0,0.025,0.13,0.025,7,23,345,0,368
0.004,0.3,3,0,0.025,0.23,0.025,7,365,57,0,422
0.004,0.3,3,0,0.025,0.23,0.025,7,50,299,0,349
0.004,0.3,3,0,0.025,0.23,0.025,7,341,69,0,410
0.004,0.3,3,0,0.025,0.23,0.025,7,419,0,0,419
0.004,0.3,3,0,0.025,0.23,0.025,7,329,76,0,405
0.004,0.3,3,0,0.025,0.23,0.025,7,155,232,0,387
0.004,0.3,3,0,0.025,0.23,0.025,7,175,234,0,409
0.004,0.3,3,0,0.025,0.23,0.025,7,431,0,0,431
0.004,0.3,3,0,0.025,0.23,0.025,7,33,306,0,339
0.004,0.3,3,0,0.025,0.23,0.025,7,255,158,0,413
0.004,0.3,3,0,0.05,0.03,0.05,7,11,371,0,382
0.004,0.3,3,0,0.05,0.03,0.05,7,16,358,0,374
0.004,0.3,3,0,0.05,0.03,0.05,7,72,307,0,379
0.004,0.3,3,0,0.05,0.03,0.05,7,16,371,0,387
0.004,0.3,3,0,0.05,0.03,0.05,7,81,287,0,368
0.004,0.3,3,0,0.05,0.03,0.05,7,17,352,0,369
0.004,0.3,3,0,0.05,0.03,0.05,7,367,0,0,367
0.004,0.3,3,0,0.05,0.03,0.05,7,44,315,0,359
0.004,0.3,3,0,0.05,0.03,0.05,7,65,319,0,384
0.004,0.3,3,0,0.05,0.03,0.05,7,11,372,0,383
0.004,0.3,3,0,0.05,0.13,0.05,7,35,302,0,337
0.004,0.3,3,0,0.05,0.13,0.05,7,94,241,0,335
0.004,0.3,3,0,0.05,0.13,0.05,7,46,313,0,359
0.004,0.3,3,0,0.05,0.13,0.05,7,71,279,0,350
0.004,0.3,3,0,0.05,0.13,0.05,7,356,0,0,356
0.004,0.3,3,0,0.05,0.13,0.05,7,20,312,0,332
0.004,0.3,3,0,0.05,0.13,0.05,7,378,0,0,378
0.004,0.3,3,0,0.05,0.13,0.05,7,33,285,0,318
0.004,0.3,3,0,0.05,0.13,0.05,7,371,0,0,371
0.004,0.3,3,0,0.05,0.13,0.05,7,23,301,0,324
0.004,0.3,3,0,0.05,0.23,0.05,7,202,147,0,349
0.004,0.3,3,0,0.05,0.23,0.05,7,27,258,0,285
0.004,0.3,3,0,0.05,0.23,0.05,7,391,0,0,391
0.004,0.3,3,0,0.05,0.23,0.05,7,125,209,0,334
0.004,0.3,3,0,0.05,0.23,0.05,7,211,147,0,358
0.004,0.3,3,0,0.05,0.23,0.05,7,167,186,0,353
0.004,0.3,3,0,0.05,0.23,0.05,7,371,0,0,371
0.004,0.3,3,0,0.05,0.23,0.05,7,96,233,0,329
0.004,0.3,3,0,0.05,0.23,0.05,7,116,228,0,344
0.004,0.3,3,0,0.05,0.23,0.05,7,254,98,0,352
0.004,0.3,3,0.05,0,0.03,0,7,120,360,14,494
0.004,0.3,3,0.05,0,0.03,0,7,70,389,25,484
0.004,0.3,3,0.05,0,0.03,0,7,104,373,17,494
0.004,0.3,3,0.05,0,0.03,0,7,7,442,29,478
0.004,0.3,3,0.05,0,0.03,0,7,22,425,29,476
0.004,0.3,3,0.05,0,0.03,0,7,52,409,31,492
0.004,0.3,3,0.05,0,0.03,0,7,23,437,30,490
0.004,0.3,3,0.05,0,0.03,0,7,43,422,24,489
0.004,0.3,3,0.05,0,0.03,0,7,11,426,33,470
0.004,0.3,3,0.05,0,0.03,0,7,10,425,47,482
0.004,0.3,3,0.05,0,0.13,0,7,190,265,17,472
0.004,0.3,3,0.05,0,0.13,0,7,99,320,22,441
0.004,0.3,3,0.05,0,0.13,0,7,481,11,2,494
0.004,0.3,3,0.05,0,0.13,0,7,172,289,6,467
0.004,0.3,3,0.05,0,0.13,0,7,245,214,10,469
0.004,0.3,3,0.05,0,0.13,0,7,99,348,13,460
0.004,0.3,3,0.05,0,0.13,0,7,172,283,11,466
0.004,0.3,3,0.05,0,0.13,0,7,65,362,21,448
0.004,0.3,3,0.05,0,0.13,0,7,219,250,9,478
0.004,0.3,3,0.05,0,0.13,0,7,50,351,28,429
0.004,0.3,3,0.05,0,0.23,0,7,137,273,12,422
0.004,0.3,3,0.05,0,0.23,0,7,318,149,5,472
0.004,0.3,3,0.05,0,0.23,0,7,499,0,1,500
0.004,0.3,3,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0.05,0,0.23,0,7,91,295,13,399
0.004,0.3,3,0.05,0,0.23,0,7,101,309,12,422
0.004,0.3,3,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0.05,0,0.23,0,7,176,256,6,438
0.004,0.3,3,0.05,0,0.23,0,7,335,139,6,480
0.004,0.3,3,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0.05,0.025,0.03,0.025,7,76,327,18,421
0.004,0.3,3,0.05,0.025,0.03,0.025,7,437,0,1,438
0.004,0.3,3,0.05,0.025,0.03,0.025,7,80,317,22,419
0.004,0.3,3,0.05,0.025,0.03,0.025,7,25,394,19,438
0.004,0.3,3,0.05,0.025,0.03,0.025,7,22,374,25,421
0.004,0.3,3,0.05,0.025,0.03,0.025,7,89,319,18,426
0.004,0.3,3,0.05,0.025,0.03,0.025,7,47,358,19,424
0.004,0.3,3,0.05,0.025,0.03,0.025,7,118,292,16,426
0.004,0.3,3,0.05,0.025,0.03,0.025,7,28,381,21,430
0.004,0.3,3,0.05,0.025,0.03,0.025,7,27,364,31,422
0.004,0.3,3,0.05,0.025,0.13,0.025,7,258,159,4,421
0.004,0.3,3,0.05,0.025,0.13,0.025,7,431,0,0,431
0.004,0.3,3,0.05,0.025,0.13,0.025,7,429,0,0,429
0.004,0.3,3,0.05,0.025,0.13,0.025,7,124,279,11,414
0.004,0.3,3,0.05,0.025,0.13,0.025,7,427,0,0,427
0.004,0.3,3,0.05,0.025,0.13,0.025,7,200,205,6,411
0.004,0.3,3,0.05,0.025,0.13,0.025,7,150,246,9,405
0.004,0.3,3,0.05,0.025,0.13,0.025,7,430,0,0,430
0.004,0.3,3,0.05,0.025,0.13,0.025,7,424,0,0,424
0.004,0.3,3,0.05,0.025,0.13,0.025,7,434,0,0,434
0.004,0.3,3,0.05,0.025,0.23,0.025,7,181,210,10,401
0.004,0.3,3,0.05,0.025,0.23,0.025,7,116,239,17,372
0.004,0.3,3,0.05,0.025,0.23,0.025,7,444,0,0,444
0.004,0.3,3,0.05,0.025,0.23,0.025,7,322,88,1,411
0.004,0.3,3,0.05,0.025,0.23,0.025,7,289,119,3,411
0.004,0.3,3,0.05,0.025,0.23,0.025,7,167,213,8,388
0.004,0.3,3,0.05,0.025,0.23,0.025,7,139,243,9,391
0.004,0.3,3,0.05,0.025,0.23,0.025,7,73,259,16,348
0.004,0.3,3,0.05,0.025,0.23,0.025,7,426,0,0,426
0.004,0.3,3,0.05,0.025,0.23,0.025,7,429,0,0,429
0.004,0.3,3,0.05,0.05,0.03,0.05,7,27,316,23,366
0.004,0.3,3,0.05,0.05,0.03,0.05,7,22,335,26,383
0.004,0.3,3,0.05,0.05,0.03,0.05,7,41,312,13,366
0.004,0.3,3,0.05,0.05,0.03,0.05,7,7,354,22,383
0.004,0.3,3,0.05,0.05,0.03,0.05,7,13,343,18,374
0.004,0.3,3,0.05,0.05,0.03,0.05,7,67,294,12,373
0.004,0.3,3,0.05,0.05,0.03,0.05,7,32,316,16,364
0.004,0.3,3,0.05,0.05,0.03,0.05,7,17,334,29,380
0.004,0.3,3,0.05,0.05,0.03,0.05,7,12,331,33,376
0.004,0.3,3,0.05,0.05,0.03,0.05,7,379,0,1,380
0.004,0.3,3,0.05,0.05,0.13,0.05,7,37,314,13,364
0.004,0.3,3,0.05,0.05,0.13,0.05,7,28,298,18,344
0.004,0.3,3,0.05,0.05,0.13,0.05,7,18,268,18,304
0.004,0.3,3,0.05,0.05,0.13,0.05,7,77,270,13,360
0.004,0.3,3,0.05,0.05,0.13,0.05,7,77,264,13,354
0.004,0.3,3,0.05,0.05,0.13,0.05,7,373,0,1,374
0.004,0.3,3,0.05,0.05,0.13,0.05,7,13,296,17,326
0.004,0.3,3,0.05,0.05,0.13,0.05,7,103,238,11,352
0.004,0.3,3,0.05,0.05,0.13,0.05,7,119,206,14,339
0.004,0.3,3,0.05,0.05,0.13,0.05,7,33,280,20,333
0.004,0.3,3,0.05,0.05,0.23,0.05,7,37,266,13,316
0.004,0.3,3,0.05,0.05,0.23,0.05,7,207,145,11,363
0.004,0.3,3,0.05,0.05,0.23,0.05,7,154,178,3,335
0.004,0.3,3,0.05,0.05,0.23,0.05,7,367,0,0,367
0.004,0.3,3,0.05,0.05,0.23,0.05,7,367,18,1,386
0.004,0.3,3,0.05,0.05,0.23,0.05,7,359,0,0,359
0.004,0.3,3,0.05,0.05,0.23,0.05,7,45,245,13,303
0.004,0.3,3,0.05,0.05,0.23,0.05,7,250,101,6,357
0.004,0.3,3,0.05,0.05,0.23,0.05,7,348,0,0,348
0.004,0.3,3,0.05,0.05,0.23,0.05,7,356,0,0,356
0.004,0.3,3,0.075,0,0.03,0,7,36,411,36,483
0.004,0.3,3,0.075,0,0.03,0,7,499,0,0,499
0.004,0.3,3,0.075,0,0.03,0,7,87,372,27,486
0.004,0.3,3,0.075,0,0.03,0,7,80,386,28,494
0.004,0.3,3,0.075,0,0.03,0,7,227,263,7,497
0.004,0.3,3,0.075,0,0.03,0,7,99,367,24,490
0.004,0.3,3,0.075,0,0.03,0,7,186,299,8,493
0.004,0.3,3,0.075,0,0.03,0,7,36,409,38,483
0.004,0.3,3,0.075,0,0.03,0,7,224,253,18,495
0.004,0.3,3,0.075,0,0.03,0,7,29,417,39,485
0.004,0.3,3,0.075,0,0.13,0,7,153,288,20,461
0.004,0.3,3,0.075,0,0.13,0,7,114,338,22,474
0.004,0.3,3,0.075,0,0.13,0,7,218,243,13,474
0.004,0.3,3,0.075,0,0.13,0,7,499,0,0,499
0.004,0.3,3,0.075,0,0.13,0,7,168,275,21,464
0.004,0.3,3,0.075,0,0.13,0,7,499,0,0,499
0.004,0.3,3,0.075,0,0.13,0,7,182,279,8,469
0.004,0.3,3,0.075,0,0.13,0,7,414,76,3,493
0.004,0.3,3,0.075,0,0.13,0,7,499,0,0,499
0.004,0.3,3,0.075,0,0.13,0,7,115,319,19,453
0.004,0.3,3,0.075,0,0.23,0,7,259,205,6,470
0.004,0.3,3,0.075,0,0.23,0,7,47,325,18,390
0.004,0.3,3,0.075,0,0.23,0,7,499,0,0,499
0.004,0.3,3,0.075,0,0.23,0,7,217,217,10,444
0.004,0.3,3,0.075,0,0.23,0,7,405,82,3,490
0.004,0.3,3,0.075,0,0.23,0,7,313,148,8,469
0.004,0.3,3,0.075,0,0.23,0,7,192,234,11,437
0.004,0.3,3,0.075,0,0.23,0,7,247,195,11,453
0.004,0.3,3,0.075,0,0.23,0,7,213,218,10,441
0.004,0.3,3,0.075,0,0.23,0,7,236,212,14,462
0.004,0.3,3,0.075,0.025,0.03,0.025,7,260,169,1,430
0.004,0.3,3,0.075,0.025,0.03,0.025,7,91,313,19,423
0.004,0.3,3,0.075,0.025,0.03,0.025,7,64,332,31,427
0.004,0.3,3,0.075,0.025,0.03,0.025,7,95,309,13,417
0.004,0.3,3,0.075,0.025,0.03,0.025,7,66,333,27,426
0.004,0.3,3,0.075,0.025,0.03,0.025,7,18,357,47,422
0.004,0.3,3,0.075,0.025,0.03,0.025,7,54,343,31,428
0.004,0.3,3,0.075,0.025,0.03,0.025,7,38,356,38,432
0.004,0.3,3,0.075,0.025,0.03,0.025,7,432,0,0,432
0.004,0.3,3,0.075,0.025,0.03,0.025,7,41,362,34,437
0.004,0.3,3,0.075,0.025,0.13,0.025,7,74,293,22,389
0.004,0.3,3,0.075,0.025,0.13,0.025,7,344,59,9,412
0.004,0.3,3,0.075,0.025,0.13,0.025,7,82,298,22,402
0.004,0.3,3,0.075,0.025,0.13,0.025,7,304,97,1,402
0.004,0.3,3,0.075,0.025,0.13,0.025,7,60,306,24,390
0.004,0.3,3,0.075,0.025,0.13,0.025,7,326,90,4,420
0.004,0.3,3,0.075,0.025,0.13,0.025,7,144,262,12,418
0.004,0.3,3,0.075,0.025,0.13,0.025,7,74,302,21,397
0.004,0.3,3,0.075,0.025,0.13,0.025,7,429,0,0,429
0.004,0.3,3,0.075,0.025,0.13,0.025,7,65,324,26,415
0.004,0.3,3,0.075,0.025,0.23,0.025,7,172,192,14,378
0.004,0.3,3,0.075,0.025,0.23,0.025,7,334,88,5,427
0.004,0.3,3,0.075,0.025,0.23,0.025,7,435,0,1,436
0.004,0.3,3,0.075,0.025,0.23,0.025,7,430,0,0,430
0.004,0.3,3,0.075,0.025,0.23,0.025,7,429,0,0,429
0.004,0.3,3,0.075,0.025,0.23,0.025,7,158,218,14,390
0.004,0.3,3,0.075,0.025,0.23,0.025,7,385,23,0,408
0.004,0.3,3,0.075,0.025,0.23,0.025,7,149,229,15,393
0.004,0.3,3,0.075,0.025,0.23,0.025,7,27,260,33,320
0.004,0.3,3,0.075,0.025,0.23,0.025,7,428,0,0,428
0.004,0.3,3,0.075,0.05,0.03,0.05,7,395,0,0,395
0.004,0.3,3,0.075,0.05,0.03,0.05,7,10,339,40,389
0.004,0.3,3,0.075,0.05,0.03,0.05,7,349,0,0,349
0.004,0.3,3,0.075,0.05,0.03,0.05,7,50,311,25,386
0.004,0.3,3,0.075,0.05,0.03,0.05,7,13,354,28,395
0.004,0.3,3,0.075,0.05,0.03,0.05,7,44,303,24,371
0.004,0.3,3,0.075,0.05,0.03,0.05,7,42,313,32,387
0.004,0.3,3,0.075,0.05,0.03,0.05,7,14,305,40,359
0.004,0.3,3,0.075,0.05,0.03,0.05,7,13,312,26,351
0.004,0.3,3,0.075,0.05,0.03,0.05,7,12,318,37,367
0.004,0.3,3,0.075,0.05,0.13,0.05,7,42,279,25,346
0.004,0.3,3,0.075,0.05,0.13,0.05,7,25,288,26,339
0.004,0.3,3,0.075,0.05,0.13,0.05,7,157,173,13,343
0.004,0.3,3,0.075,0.05,0.13,0.05,7,371,0,1,372
0.004,0.3,3,0.075,0.05,0.13,0.05,7,149,197,10,356
0.004,0.3,3,0.075,0.05,0.13,0.05,7,42,288,14,344
0.004,0.3,3,0.075,0.05,0.13,0.05,7,156,208,11,375
0.004,0.3,3,0.075,0.05,0.13,0.05,7,105,243,18,366
0.004,0.3,3,0.075,0.05,0.13,0.05,7,43,276,22,341
0.004,0.3,3,0.075,0.05,0.13,0.05,7,15,265,32,312
0.004,0.3,3,0.075,0.05,0.23,0.05,7,68,223,12,303
0.004,0.3,3,0.075,0.05,0.23,0.05,7,34,260,16,310
0.004,0.3,3,0.075,0.05,0.23,0.05,7,364,0,0,364
0.004,0.3,3,0.075,0.05,0.23,0.05,7,83,226,15,324
0.004,0.3,3,0.075,0.05,0.23,0.05,7,374,0,0,374
0.004,0.3,3,0.075,0.05,0.23,0.05,7,370,0,0,370
0.004,0.3,3,0.075,0.05,0.23,0.05,7,368,0,0,368
0.004,0.3,3,0.075,0.05,0.23,0.05,7,94,216,11,321
0.004,0.3,3,0.075,0.05,0.23,0.05,7,198,156,3,357
0.004,0.3,3,0.075,0.05,0.23,0.05,7,100,205,16,321
0.004,0.3,3,0.1,0,0.03,0,7,114,354,22,490
0.004,0.3,3,0.1,0,0.03,0,7,214,255,24,493
0.004,0.3,3,0.1,0,0.03,0,7,50,389,45,484
0.004,0.3,3,0.1,0,0.03,0,7,186,286,22,494
0.004,0.3,3,0.1,0,0.03,0,7,66,385,37,488
0.004,0.3,3,0.1,0,0.03,0,7,38,386,52,476
0.004,0.3,3,0.1,0,0.03,0,7,108,349,30,487
0.004,0.3,3,0.1,0,0.03,0,7,15,419,48,482
